band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,AT,,disease severity,spad,WC,number
0.096379,0.11367,0.098894,0.126,0.022536,0.19435,0.085798,0.09479,0.095437,0.14705,0.19331,0.24926,0.18741,0.21636,0.30332,0.28659,0.20031,0.25084,0.29029,0.28755,0.20926,0.27765,0.31293,0,0.2,1,47.378,0.82089,303
0.078826,0.097814,0.12278,0.13308,0.010023,0.17183,0.083166,0.08831,0.086049,0.14503,0.1789,0.22797,0.16765,0.20204,0.26974,0.25527,0.18247,0.22787,0.25702,0.25929,0.19292,0.25621,0.28506,0,0.4,0,44.644,0.83157,304
0.074549,0.070433,0.12109,0.12551,-0.026284,0.18588,0.076176,0.083795,0.081698,0.14546,0.18993,0.2553,0.18492,0.22414,0.29832,0.28536,0.19925,0.2515,0.28461,0.28289,0.20844,0.2887,0.31743,0,0.4,1,45.167,0.83961,305
0.066354,0.075833,0.11322,0.11646,-0.015829,0.18532,0.07815,0.07618,0.075632,0.13391,0.17823,0.23939,0.17428,0.21053,0.27918,0.26985,0.18941,0.23977,0.26522,0.26542,0.20551,0.27968,0.30272,0,0.2,0.33,45.222,0.8468,306
0.064144,0.076505,0.098461,0.11221,-0.027907,0.18876,0.069933,0.079534,0.072291,0.14949,0.19075,0.25619,0.19125,0.23123,0.30472,0.29336,0.20873,0.25998,0.28127,0.29115,0.22076,0.30481,0.32354,0,0.4,0,47.089,0.83005,307
0.035832,0.062845,0.082107,0.10283,-0.052489,0.22044,0.074217,0.086705,0.077027,0.15258,0.2083,0.29691,0.2237,0.27842,0.35329,0.33459,0.23979,0.29626,0.32346,0.32699,0.25795,0.35015,0.3649,0,0.4,1,46.533,0.82997,308
0.054467,0.074733,0.10557,0.11416,-0.0045168,0.1818,0.070653,0.072269,0.073031,0.11435,0.17376,0.23215,0.16629,0.18381,0.27314,0.28283,0.19938,0.22096,0.27268,0.28739,0.20211,0.20507,0.273,0,0.4,0,48.422,0.81875,309
0.071984,0.07792,0.11249,0.11254,0.0068391,0.17947,0.06986,0.075486,0.076562,0.11055,0.16316,0.20919,0.15333,0.16289,0.24751,0.26078,0.18317,0.19393,0.24825,0.27099,0.17791,0.17996,0.24166,0,0.4,0.33,51.256,0.83271,310
0.079507,0.085182,0.10516,0.12494,0.016423,0.16867,0.076427,0.077744,0.07428,0.11108,0.16265,0.19898,0.15039,0.15997,0.23852,0.25848,0.17449,0.19193,0.24142,0.26322,0.1758,0.17025,0.23237,0,0.4,0,48.1,0.82003,311
0.012823,-0.027237,0.039741,0.036586,0.071798,0.10704,-0.010033,0.0063142,0.14305,0.090589,0.18088,0.25703,0.32662,0.34095,0.36417,0.37926,0.38858,0.38865,0.37607,0.3788,0.37627,0.37183,0.35542,0.55355,0.4,2,40.633,0.80051,312
0.0533,0.011949,0.08705,0.088487,0.10715,0.12424,0.0061791,0.026531,0.17413,0.11584,0.22113,0.27535,0.36947,0.37498,0.41905,0.43786,0.42089,0.42179,0.43524,0.40926,0.41682,0.41245,0.3986,0.55355,0.6,3.67,37.467,0.74871,313
0.020001,-0.019625,0.058936,0.054339,0.076262,0.083792,-0.020741,0.0025613,0.13237,0.078244,0.19407,0.22956,0.31727,0.34295,0.39397,0.40131,0.36482,0.37131,0.41965,0.37495,0.40354,0.394,0.37008,0.55355,0.2,0,44.911,0.77958,314
0.030929,-0.0066999,0.11753,0.089759,0.1197,0.10163,-0.038436,0.015143,0.18206,0.07854,0.3255,0.2176,0.3567,0.48133,0.571,0.48084,0.44443,0.43136,0.61507,0.45958,0.52077,0.51797,0.54491,0.55355,0.4,1,44.811,0.76941,315
0.03389,-0.019268,0.046416,0.042396,0.085083,0.089246,-0.017868,0.017036,0.13532,0.11681,0.22831,0.28112,0.32445,0.36084,0.40978,0.38279,0.36511,0.37317,0.40747,0.38926,0.41447,0.40224,0.36759,0.55355,0.4,1.33,42.267,0.78922,316
0.037687,-0.013196,0.061363,0.043275,0.088998,0.076173,-0.035281,0.017589,0.13748,0.12036,0.2658,0.26446,0.32281,0.37871,0.46487,0.39512,0.34988,0.36258,0.47574,0.38815,0.45092,0.4382,0.42491,0.55355,0.2,0,45.422,0.80247,317
0.042563,-0.012547,0.066864,0.050532,0.093381,0.080471,-0.022492,0.019574,0.15168,0.13929,0.26839,0.29702,0.3385,0.37879,0.44674,0.40781,0.36549,0.37351,0.47356,0.41216,0.47249,0.45569,0.42511,0.55355,0.4,3,39.4,0.75015,318
0.0016494,-0.055248,0.031164,0.015894,0.063022,0.075339,-0.043956,-0.013244,0.1372,0.10519,0.24768,0.32822,0.3805,0.40926,0.45947,0.44269,0.4121,0.41058,0.48453,0.45141,0.50405,0.48312,0.42945,0.55355,0.2,1,45.633,0.7895,319
0.039495,0.00093697,0.080226,0.082176,0.085775,0.070733,-0.016166,0.00924,0.13329,0.085968,0.21371,0.19825,0.28524,0.32826,0.37515,0.38941,0.35093,0.3412,0.42774,0.37109,0.38887,0.38058,0.35004,0.55355,0.4,2.33,42.233,0.7578,320
0.034229,0.0049628,0.075585,0.07325,0.083315,0.075798,-0.0093666,0.011424,0.11471,0.058803,0.16343,0.15646,0.24467,0.28537,0.33589,0.34544,0.30479,0.30894,0.37931,0.32388,0.34939,0.34158,0.32107,0.55355,0.4,3,31.5,0.82125,321
0.017133,-0.022893,0.051245,0.046871,0.074631,0.095845,-0.01373,0.0063087,0.13401,0.084689,0.18377,0.24195,0.31676,0.3337,0.3716,0.38321,0.36612,0.37226,0.39438,0.37357,0.39279,0.3843,0.36311,0.55355,0.2,1,42.533,0.82296,322
-0.0032578,-0.048209,0.08814,0.043253,0.091124,0.11512,-0.045029,0.017693,0.1789,0.089919,0.33984,0.24514,0.37027,0.47605,0.5743,0.45612,0.40653,0.42895,0.59442,0.42368,0.50625,0.50788,0.57832,0.55355,0.6,4,33.111,0.79911,323
0.031313,-0.0046161,0.085985,0.079765,0.08714,0.071481,-0.03137,0.0027501,0.13717,0.07351,0.22926,0.20821,0.31824,0.37905,0.44279,0.44123,0.39015,0.38849,0.49065,0.40711,0.43855,0.42995,0.40584,0.55355,0.4,1,44.122,0.76362,324
-0.0074695,-0.063518,0.043011,0.016865,0.057652,0.059833,-0.052026,-0.010196,0.13143,0.082637,0.25999,0.25124,0.34169,0.40598,0.47325,0.4264,0.38694,0.38543,0.53106,0.42454,0.49521,0.48661,0.50711,0.55355,0.2,0,46.667,0.77317,325
0.025286,-0.031302,0.069847,0.039113,0.090722,0.085788,-0.036458,0.016456,0.16011,0.12735,0.30404,0.29861,0.36616,0.42718,0.51387,0.44395,0.39047,0.40612,0.54202,0.43415,0.51475,0.50175,0.50423,0.55355,0.4,2,45.111,0.79498,326
0.028575,-0.019075,0.055436,0.0385,0.082996,0.075884,-0.03102,0.018742,0.12912,0.098855,0.24209,0.23332,0.30206,0.36367,0.45295,0.37558,0.33203,0.34866,0.46563,0.3666,0.4341,0.42423,0.42949,0.55355,0.2,1,43.022,0.81192,327
0.068937,0.025417,0.10644,0.075218,0.12063,0.11444,0.0064192,0.069971,0.16666,0.14212,0.26819,0.22004,0.28001,0.33714,0.42891,0.3398,0.29698,0.32296,0.43734,0.33056,0.40422,0.39582,0.41115,0.55355,0.4,3,48.667,0.78724,328
0.008704,-0.036399,0.058828,0.024329,0.074701,0.076988,-0.031839,0.013043,0.13097,0.087988,0.25087,0.22185,0.30084,0.36776,0.44971,0.37459,0.32674,0.34792,0.48077,0.36496,0.44255,0.43587,0.46828,0.55355,0.2,1.33,44.411,0.77594,329
0.018451,-0.017035,0.072584,0.059612,0.074049,0.073186,-0.026685,0.0084868,0.12131,0.059597,0.20963,0.16234,0.25506,0.32308,0.3896,0.35745,0.31102,0.31521,0.43295,0.33641,0.38373,0.37768,0.38251,0.55355,0.2,1,45.2,0.78582,330
0.037631,0.0091374,0.092753,0.081985,0.091063,0.078137,-0.0070499,0.020164,0.12224,0.06435,0.19277,0.1424,0.23182,0.29876,0.3536,0.33714,0.3092,0.30198,0.40428,0.32504,0.34935,0.34563,0.34186,0.55355,0.4,3,28.556,0.80758,331
0.046726,0.015656,0.098706,0.093061,0.098016,0.081319,0.00089491,0.023595,0.13874,0.080433,0.21014,0.15481,0.24018,0.29596,0.34382,0.33798,0.30579,0.2948,0.39959,0.32209,0.35028,0.34475,0.33469,0.55355,0.6,4,29.922,0.8041,332
0.067623,0.04308,0.11435,0.1174,0.11241,0.088879,0.015479,0.026059,0.14495,0.077778,0.19937,0.14491,0.23065,0.27855,0.32541,0.33823,0.30338,0.29044,0.37719,0.31504,0.32891,0.32299,0.2969,0.55355,0.6,4,24.544,0.80037,333
0.027099,-0.0078226,0.073572,0.067363,0.080364,0.070033,-0.02354,0.00031426,0.12464,0.067204,0.20202,0.18984,0.28595,0.33355,0.3933,0.39303,0.34387,0.3449,0.43094,0.35897,0.38914,0.38046,0.35552,0.55355,0.2,1,44.8,0.80336,334
0.028063,-0.0043681,0.086544,0.071779,0.088465,0.07309,-0.028268,0.0068258,0.12458,0.054881,0.22256,0.16129,0.26939,0.35584,0.42506,0.38622,0.3537,0.34769,0.4666,0.35989,0.3956,0.39248,0.39742,0.55355,0.2,1,41.289,0.80314,335
0.032014,0.0038955,0.086914,0.072354,0.089542,0.081769,-0.010786,0.023193,0.12429,0.061973,0.20549,0.13591,0.23024,0.30625,0.37366,0.32974,0.29477,0.29754,0.41542,0.31399,0.35859,0.35435,0.36382,0.55355,0.4,2.67,46.256,0.81653,336
0.018857,-0.020301,0.091908,0.065702,0.094859,0.09289,-0.022308,0.016371,0.15189,0.077205,0.26895,0.18403,0.29203,0.38059,0.45245,0.39396,0.3531,0.3555,0.50125,0.3707,0.43294,0.43034,0.46363,0.55355,0.4,3,37.256,0.81995,337
0.055157,0.020596,0.092555,0.090448,0.10178,0.10236,0.0076791,0.02677,0.14924,0.10005,0.20529,0.21711,0.29638,0.31669,0.36341,0.37474,0.33962,0.34367,0.38849,0.34625,0.36413,0.35782,0.33896,0.55355,0.4,3,22.267,0.78663,338
0.017965,-0.018411,0.061641,0.028009,0.077629,0.10111,-0.010951,0.038173,0.12996,0.088292,0.21686,0.20889,0.25846,0.31829,0.40754,0.31487,0.27425,0.32565,0.39326,0.3038,0.37315,0.3686,0.40573,0.55355,0.4,3,37.9,0.81537,339
0.0017257,-0.043521,0.062127,0.02189,0.076348,0.097016,-0.037071,0.020931,0.14625,0.091148,0.27715,0.23288,0.32638,0.3998,0.4976,0.388,0.34332,0.37501,0.50562,0.37024,0.45481,0.4527,0.51271,0.55355,0.4,2.67,45.444,0.76529,340
0.035873,0.0014401,0.1046,0.087422,0.10164,0.082704,-0.022384,0.011643,0.15025,0.074876,0.26033,0.1751,0.28346,0.37241,0.44321,0.40917,0.36432,0.35792,0.50013,0.38281,0.42849,0.42352,0.42787,0.55355,0.4,3,35.156,0.81528,341
0.034503,-0.0028449,0.086756,0.074587,0.092568,0.087526,-0.0029609,0.019469,0.14188,0.096787,0.22445,0.20156,0.27872,0.31714,0.3679,0.36207,0.31361,0.31735,0.40542,0.33398,0.37335,0.36461,0.34906,0.55355,0.4,2.33,27.944,0.81718,342
0.019748,-0.0060421,0.084678,0.058258,0.085388,0.092728,-0.019537,0.02357,0.12547,0.058971,0.22207,0.15142,0.24998,0.33637,0.41865,0.33631,0.30547,0.32829,0.42316,0.30625,0.35041,0.35239,0.38968,0.55355,0.2,1,41.644,0.8084,343
0.034091,0.0062257,0.095736,0.079344,0.091443,0.078293,-0.011661,0.020365,0.12549,0.059415,0.21513,0.13894,0.2291,0.3142,0.38177,0.33617,0.30422,0.30196,0.42055,0.31522,0.35358,0.35099,0.36103,0.55355,0.4,2.67,41.656,0.82734,344
0.021519,-0.0054844,0.074828,0.066983,0.069292,0.057665,-0.030605,-0.00265,0.10479,0.030517,0.1805,0.12208,0.22756,0.30513,0.37425,0.35097,0.31103,0.31046,0.41931,0.32483,0.35355,0.34942,0.3435,0.55355,0.2,1,45.189,0.81033,345
0.070354,0.060153,0.13148,0.12408,0.12693,0.13149,0.046136,0.062542,0.16939,0.089732,0.20797,0.10481,0.18259,0.24733,0.30412,0.25548,0.23573,0.23844,0.32725,0.23987,0.27061,0.27112,0.29061,0.55355,0.6,4.33,36.233,0.79966,346
0.024418,-0.013588,0.10205,0.074754,0.099131,0.086498,-0.04096,0.0074285,0.15868,0.071943,0.30259,0.19706,0.3207,0.43067,0.52101,0.44626,0.40681,0.39966,0.56423,0.41966,0.4731,0.47075,0.49257,0.55355,0.2,1,41.922,0.81605,347
0.052294,0.032625,0.10816,0.10225,0.10126,0.10091,0.011758,0.035899,0.14657,0.066202,0.20648,0.12027,0.211,0.27979,0.34293,0.30037,0.27443,0.27896,0.37099,0.27774,0.30635,0.30624,0.31979,0.55355,0.4,3.67,34.222,0.63318,348
0.034822,0.011819,0.10046,0.076932,0.093518,0.098635,-0.0097197,0.031502,0.14125,0.071928,0.2223,0.14902,0.24406,0.31871,0.39929,0.33583,0.2963,0.31961,0.41393,0.30275,0.34555,0.34556,0.37104,0.55355,0.4,2.33,42.111,0.78193,349
0.024507,-0.004497,0.059532,0.055231,0.070282,0.077617,-0.00028825,0.013877,0.10677,0.06827,0.15284,0.16671,0.22475,0.24437,0.2814,0.28806,0.25906,0.26497,0.3062,0.26984,0.29419,0.28682,0.26964,0.55355,0.4,1,48.133,0.78631,350
0.01444,-0.019829,0.087647,0.055535,0.08872,0.10633,-0.012982,0.032454,0.14956,0.077392,0.25663,0.17796,0.27433,0.35546,0.42978,0.35063,0.30863,0.33054,0.44729,0.32163,0.38262,0.38409,0.43741,0.55355,0.4,1,37.8,0.80117,351
0.0035837,-0.03315,0.063976,0.037694,0.073546,0.070652,-0.029928,0.0043092,0.1245,0.062589,0.21596,0.17469,0.269,0.34442,0.42157,0.35787,0.3112,0.32995,0.4448,0.32932,0.39121,0.38811,0.41998,0.55355,0.2,1,42.967,0.82691,352
-0.0034432,-0.04359,0.051282,0.014815,0.064946,0.094678,-0.037762,0.021371,0.13339,0.067948,0.23559,0.19987,0.28353,0.36286,0.48076,0.35061,0.30587,0.36032,0.46129,0.33101,0.41816,0.41737,0.48703,0.55355,0.2,1,40.222,0.81732,353
0.019747,-0.0088875,0.073056,0.059825,0.073643,0.060427,-0.020225,0.0065637,0.10367,0.044133,0.18253,0.12681,0.21601,0.28953,0.34745,0.32292,0.28636,0.28078,0.38886,0.29984,0.33119,0.32745,0.32764,0.55355,0.2,1,46.022,0.80993,354
-0.0017573,-0.035889,0.082628,0.038222,0.082822,0.11097,-0.039242,0.019013,0.15775,0.072734,0.28003,0.20399,0.32348,0.42303,0.52072,0.39845,0.35539,0.38645,0.51918,0.36435,0.4381,0.44165,0.5143,0.55355,0.4,1,44.733,0.82424,355
0.027747,-0.012898,0.10644,0.082072,0.10743,0.084909,-0.046221,0.0020066,0.16252,0.069788,0.30352,0.21388,0.34655,0.45976,0.54588,0.4797,0.44071,0.42922,0.61458,0.46882,0.52608,0.52144,0.53851,0.55355,0.4,2,42.322,0.84374,356
0.027042,-0.0057256,0.07946,0.069951,0.082386,0.065788,-0.023324,0.0044747,0.1179,0.058356,0.20354,0.16016,0.25472,0.31784,0.37696,0.3658,0.32107,0.31818,0.43275,0.34818,0.38258,0.37556,0.36419,0.55355,0.2,1.33,38.578,0.81402,357
0.026888,0.0070575,0.087941,0.06687,0.084079,0.098409,-0.0065194,0.036081,0.1273,0.059129,0.20098,0.11874,0.20815,0.28627,0.36399,0.28348,0.25939,0.28123,0.36955,0.26097,0.3033,0.30576,0.34484,0.55355,0.4,3.67,43.356,0.82536,358
0.033175,0.013706,0.09767,0.086089,0.091338,0.082106,-0.017902,0.014074,0.12868,0.046518,0.2123,0.1134,0.21705,0.31319,0.385,0.32877,0.3043,0.30239,0.41583,0.30387,0.33721,0.33753,0.3555,0.55355,0.4,3,49.333,0.82632,359
0.046176,0.0071095,0.11169,0.095463,0.11151,0.093603,-0.015408,0.017389,0.17091,0.10212,0.27939,0.20949,0.30975,0.38201,0.45247,0.42607,0.37433,0.37208,0.51085,0.40283,0.4532,0.44537,0.44181,0.55355,0.4,2,44.856,0.81327,360
0.010231,-0.03007,0.073393,0.053029,0.078568,0.064893,-0.038121,-0.0034528,0.12717,0.061993,0.23986,0.18534,0.29337,0.37607,0.44712,0.40884,0.35884,0.35783,0.4958,0.37985,0.43366,0.42799,0.43849,0.55355,0.2,1,41.822,0.80363,361
0.030799,-0.0053021,0.11193,0.080711,0.10741,0.10971,-0.022901,0.024927,0.17871,0.094763,0.30725,0.19556,0.31366,0.41106,0.49615,0.41218,0.37287,0.37799,0.52803,0.38409,0.4444,0.44418,0.48395,0.55355,0.4,2,44.411,0.73389,362
0.045414,0.012265,0.098555,0.087413,0.10363,0.097093,0.011381,0.033342,0.14516,0.096104,0.21279,0.18328,0.25322,0.29358,0.34355,0.3373,0.29078,0.29622,0.38734,0.31734,0.35611,0.34823,0.33781,0.55355,0.4,2.67,43,0.78563,363
0.028324,-0.009742,0.075516,0.06481,0.087126,0.087126,-0.0078331,0.015307,0.13578,0.087841,0.21024,0.21114,0.28843,0.32231,0.37319,0.37072,0.32664,0.33349,0.4093,0.34647,0.38667,0.37668,0.35789,0.55355,0.4,2.67,50.689,0.81284,364
0.017309,-0.011139,0.070886,0.055065,0.07132,0.064578,-0.017768,0.0097273,0.10242,0.043161,0.17722,0.12017,0.20897,0.27978,0.33777,0.30396,0.27433,0.27009,0.3775,0.28528,0.32029,0.31749,0.32595,0.55355,0.4,2,39.322,0.83811,365
-0.0014626,-0.026956,0.071289,0.03404,0.072312,0.10056,-0.026562,0.026497,0.13008,0.05405,0.21578,0.15029,0.24663,0.33874,0.43748,0.31848,0.27913,0.3292,0.4158,0.28144,0.34897,0.35385,0.42838,0.55355,0.4,2.67,41.244,0.8376,366
0.016863,-0.026931,0.038208,0.032558,0.075405,0.11042,-0.0073318,0.012821,0.14668,0.10769,0.20251,0.27391,0.32312,0.34847,0.36326,0.37107,0.38622,0.38782,0.38528,0.39316,0.39056,0.38501,0.36607,0.55355,0.4,2,40.633,0.80051,367
0.055,0.0090185,0.07717,0.068542,0.11049,0.12666,0.018655,0.053732,0.16996,0.15913,0.25585,0.31022,0.33819,0.36287,0.4016,0.38499,0.37419,0.38366,0.4123,0.39917,0.42844,0.41664,0.39063,0.55355,0.6,3.67,37.467,0.74871,368
0.027805,-0.029136,0.043702,0.034993,0.082391,0.077712,-0.035758,0.0097646,0.13431,0.11458,0.25204,0.29451,0.34447,0.39737,0.47379,0.41974,0.3791,0.39701,0.47251,0.41812,0.47708,0.45992,0.42648,0.55355,0.2,0,44.911,0.77958,369
0.011097,-0.040457,0.073802,0.029734,0.094147,0.10265,-0.053762,0.024017,0.17317,0.1095,0.33208,0.28319,0.39356,0.48351,0.60716,0.4633,0.42023,0.44321,0.61795,0.45659,0.56403,0.55678,0.60974,0.55355,0.4,1,44.811,0.76941,370
0.029087,-0.029454,0.039623,0.032241,0.077918,0.076102,-0.037629,0.0051195,0.13091,0.114,0.24068,0.28554,0.33002,0.3749,0.44235,0.3995,0.36301,0.37595,0.43771,0.39668,0.43852,0.42305,0.38229,0.55355,0.4,1.33,42.267,0.78922,371
0.034199,-0.017364,0.055205,0.038124,0.085008,0.070678,-0.03716,0.013416,0.13208,0.11175,0.25964,0.26448,0.31856,0.37881,0.46749,0.39198,0.34553,0.35984,0.46727,0.3812,0.44578,0.43255,0.41792,0.55355,0.2,0,45.422,0.80247,372
0.049961,-0.0038508,0.067248,0.055247,0.098368,0.079373,-0.020295,0.026915,0.14429,0.13703,0.26343,0.28246,0.32075,0.36693,0.4394,0.39373,0.34573,0.35713,0.45752,0.39098,0.4501,0.43357,0.39985,0.55355,0.4,3,39.4,0.75015,373
0.0084524,-0.047821,0.038909,0.021074,0.065591,0.072493,-0.034566,-0.0058447,0.13145,0.1067,0.23803,0.3086,0.35357,0.38571,0.43995,0.41572,0.38364,0.38619,0.46156,0.42232,0.47762,0.45806,0.4123,0.55355,0.2,1,45.633,0.7895,374
0.026505,-0.016814,0.059426,0.054275,0.076622,0.086666,-0.0097833,0.01307,0.13591,0.10028,0.21076,0.23322,0.29914,0.32749,0.3614,0.36487,0.33979,0.34125,0.39884,0.35956,0.38191,0.376,0.36956,0.55355,0.4,2.33,42.233,0.7578,375
0.0087877,-0.034316,0.054062,0.036875,0.070588,0.076162,-0.020456,0.0059537,0.12415,0.080264,0.20361,0.21856,0.2873,0.3261,0.37918,0.371,0.32592,0.33894,0.42098,0.35658,0.41299,0.40042,0.38718,0.55355,0.4,3,31.5,0.82125,376
0.017331,-0.034544,0.039155,0.030039,0.075675,0.089699,-0.022785,0.0091953,0.13471,0.1108,0.22637,0.29059,0.33133,0.36773,0.41763,0.39475,0.37502,0.38812,0.42942,0.40703,0.44388,0.42958,0.39706,0.55355,0.2,1,42.533,0.82296,377
0.053275,0.027462,0.12572,0.1044,0.11741,0.10464,-0.010313,0.028309,0.16362,0.07299,0.27544,0.15157,0.27247,0.37915,0.46397,0.39689,0.37352,0.36456,0.50424,0.37425,0.413,0.41144,0.42167,0.55355,0.6,4,33.111,0.79911,378
0.017824,-0.02475,0.071344,0.064456,0.078762,0.067519,-0.036295,-0.0078246,0.13767,0.075795,0.24498,0.23157,0.33744,0.39719,0.46097,0.451,0.39332,0.3952,0.50543,0.41732,0.4572,0.44727,0.42458,0.55355,0.4,1,44.122,0.76362,379
0.0045632,-0.047544,0.050197,0.024138,0.068032,0.070746,-0.040292,0.0011415,0.13363,0.09347,0.25849,0.246,0.32998,0.38811,0.45668,0.40474,0.36073,0.36854,0.49699,0.39494,0.47171,0.4618,0.47967,0.55355,0.2,0,46.667,0.77317,380
0.033451,-0.019877,0.072322,0.043798,0.092041,0.090087,-0.025418,0.028322,0.15083,0.12504,0.27809,0.26637,0.32878,0.38523,0.46967,0.40493,0.35215,0.37012,0.49872,0.39682,0.47403,0.46181,0.46543,0.55355,0.4,2,45.111,0.79498,381
0.033392,-0.014606,0.061394,0.038079,0.083765,0.077549,-0.026643,0.023534,0.13303,0.10147,0.24465,0.22932,0.293,0.35632,0.44347,0.35982,0.31839,0.33762,0.44949,0.34844,0.41664,0.40795,0.41875,0.55355,0.2,1,43.022,0.81192,382
0.058272,0.011971,0.093253,0.062861,0.11185,0.1061,-0.010972,0.060176,0.16578,0.14312,0.28597,0.24081,0.30673,0.36752,0.47414,0.36604,0.32122,0.34653,0.47043,0.35294,0.43225,0.42417,0.44542,0.55355,0.4,3,48.667,0.78724,383
0.024035,-0.020128,0.064188,0.031,0.080964,0.080693,-0.023477,0.022932,0.12961,0.094181,0.2454,0.21626,0.28627,0.34943,0.44075,0.35808,0.31072,0.3349,0.45897,0.35057,0.42406,0.41672,0.44144,0.55355,0.2,1.33,44.411,0.77594,384
0.0054461,-0.035329,0.064998,0.046867,0.069869,0.068579,-0.032383,4.48E-05,0.1217,0.060008,0.22845,0.18344,0.2776,0.34982,0.41364,0.37561,0.32607,0.33092,0.45877,0.3526,0.41004,0.4045,0.42238,0.55355,0.2,1,45.2,0.78582,385
0.024105,-0.010766,0.079365,0.066247,0.081179,0.079826,-0.020141,0.014259,0.12645,0.056788,0.20439,0.16163,0.26469,0.33708,0.40466,0.37113,0.33419,0.3394,0.44373,0.349,0.38845,0.38389,0.38811,0.55355,0.4,3,28.556,0.80758,386
0.051712,0.024111,0.10017,0.094894,0.10035,0.080536,-0.00087973,0.023459,0.1327,0.079782,0.20918,0.14744,0.23048,0.29321,0.34605,0.33537,0.30568,0.29278,0.40051,0.32241,0.34574,0.34077,0.32844,0.55355,0.6,4,29.922,0.8041,387
0.059388,0.030608,0.1139,0.11387,0.11231,0.084568,0.0040041,0.023507,0.1518,0.084001,0.22799,0.16004,0.25127,0.31242,0.36426,0.36641,0.32709,0.31353,0.42208,0.34494,0.36468,0.35835,0.33417,0.55355,0.6,4,24.544,0.80037,388
0.0053849,-0.043693,0.048364,0.029025,0.067669,0.06771,-0.031322,0.0011314,0.12362,0.091309,0.23067,0.24097,0.30226,0.35004,0.41685,0.38554,0.33012,0.34658,0.45008,0.37136,0.43588,0.42232,0.40935,0.55355,0.2,1,44.8,0.80336,389
0.025723,-0.0063294,0.079775,0.066764,0.082893,0.06932,-0.031101,0.0069117,0.11657,0.051317,0.21046,0.15292,0.26169,0.3479,0.41724,0.37618,0.34591,0.34121,0.45543,0.3514,0.38608,0.38269,0.38526,0.55355,0.2,1,41.289,0.80314,390
0.019146,-0.011202,0.082569,0.06416,0.08212,0.081311,-0.016413,0.013642,0.1245,0.060471,0.20735,0.14719,0.23863,0.31505,0.38632,0.33796,0.29858,0.30364,0.42635,0.31915,0.36891,0.36614,0.38932,0.55355,0.4,2.67,46.256,0.81653,391
0.014212,-0.031885,0.068986,0.034385,0.083887,0.089842,-0.030822,0.026541,0.14227,0.09608,0.26679,0.22121,0.30781,0.37594,0.47182,0.3785,0.33275,0.35702,0.49236,0.36559,0.45228,0.44599,0.48697,0.55355,0.4,3,37.256,0.81995,392
0.044068,-0.0045151,0.07376,0.056663,0.098015,0.10125,-0.0010627,0.038388,0.15223,0.14008,0.24939,0.28034,0.31789,0.34657,0.4041,0.37572,0.34072,0.35488,0.41842,0.37551,0.42634,0.41162,0.38433,0.55355,0.4,3,22.267,0.78663,393
0.026264,-0.015231,0.066029,0.037398,0.081546,0.089822,-0.017348,0.034057,0.1375,0.09634,0.23094,0.20953,0.26599,0.32667,0.41755,0.33051,0.28671,0.32287,0.41686,0.31911,0.38755,0.38103,0.40442,0.55355,0.4,3,37.9,0.81537,394
0.012733,-0.030488,0.067549,0.027012,0.083232,0.10573,-0.031012,0.034457,0.15171,0.097209,0.26831,0.23325,0.31578,0.38364,0.49547,0.37004,0.325,0.37022,0.48,0.35271,0.44097,0.43707,0.49084,0.55355,0.4,2.67,45.444,0.76529,395
0.021741,-0.026921,0.071483,0.038254,0.085873,0.083815,-0.034857,0.024464,0.14523,0.10701,0.27605,0.22854,0.31169,0.38185,0.47486,0.39099,0.3396,0.3613,0.50093,0.37702,0.45839,0.45146,0.48404,0.55355,0.4,3,35.156,0.81528,396
0.04562,-0.00075276,0.073687,0.056131,0.094037,0.084632,-0.007797,0.041297,0.13338,0.12387,0.23609,0.22526,0.27,0.31344,0.38948,0.3358,0.28687,0.30442,0.40181,0.32638,0.38461,0.3724,0.35753,0.55355,0.4,2.33,27.944,0.81718,397
0.012528,-0.01594,0.07827,0.04847,0.078711,0.098172,-0.024651,0.018405,0.12609,0.053513,0.2163,0.15956,0.26255,0.34981,0.44009,0.34431,0.31218,0.34298,0.43295,0.31084,0.36174,0.36405,0.40911,0.55355,0.2,1,41.644,0.8084,398
0.030082,0.0056366,0.091133,0.074007,0.089039,0.082469,-0.01175,0.021093,0.12151,0.056596,0.20969,0.12907,0.22395,0.31292,0.38137,0.32795,0.30253,0.30055,0.41564,0.30987,0.34507,0.34421,0.36045,0.55355,0.4,2.67,41.656,0.82734,399
0.017064,-0.011457,0.076893,0.064576,0.074797,0.060023,-0.036378,0.0015275,0.11426,0.038487,0.20693,0.13968,0.24785,0.33832,0.41197,0.37336,0.33309,0.333,0.4567,0.34513,0.38125,0.37808,0.38187,0.55355,0.2,1,45.189,0.81033,400
0.049976,0.025774,0.1165,0.077277,0.11578,0.13865,0.03793,0.082185,0.16313,0.11183,0.21386,0.14629,0.20897,0.25252,0.31658,0.24796,0.21346,0.24281,0.32728,0.23424,0.29235,0.29305,0.34436,0.55355,0.6,4.33,36.233,0.79966,401
